Issue_id_Summary,Issue id,Summary,clean_summary,cluster
22685	don't use separate content domain or cookie domain if bypassing load balancer,22685,don't use separate content domain or cookie domain if bypassing load balancer,use separate content domain cookie domain bypassing load balancer,15
13143	Direct eval link doesn't work in Firefox when not logged in,13143,Direct eval link doesn't work in Firefox when not logged in,direct eval link work firefox logged,10
57714	Implement hazelcast caching,57714,Implement hazelcast caching,implement hazelcast caching,10
19287	ServiceLink QA server does not create an Approval incident if Fall 2014 term is selected when creating a Course site in CTQA,19287,ServiceLink QA server does not create an Approval incident if Fall 2014 term is selected when creating a Course site in CTQA,servicelink qa server create approval incident fall term selected creating course site ctqa,7
36005	From address not used when sending validate new user email,36005,From address not used when sending validate new user email,address used sending validate new user email,18
19413	Add Help Documentation for GB2,19413,Add Help Documentation for GB2,add help documentation gb,15
35985	Discussion Forum Does Not Show 'Grade' Link Despite 'Post to Gradebook' Permission,35985,Discussion Forum Does Not Show 'Grade' Link Despite 'Post to Gradebook' Permission,discussion forum show grade link despite post gradebook permission,2
12671	Add Profile[2] image to interface for choosing who to evaluate,12671,Add Profile[2] image to interface for choosing who to evaluate,add profile image interface choosing evaluate,18
18920	Replace the DBCP connection pool for CTools,18920,Replace the DBCP connection pool for CTools,replace dbcp connection pool ctools,0
19640	No longer able to modify Friend Account details using My Profile tool in MWS,19640,No longer able to modify Friend Account details using My Profile tool in MWS,longer able modify friend account detail using profile tool mws,18
19138	Gradebook 2 Lacks internal Help documentation,19138,Gradebook 2 Lacks internal Help documentation,gradebook lack internal help documentation,15
53383	Email headers are not consistent for all tools,53383,Email headers are not consistent for all tools,email header consistent tool,10
19628	MPrint alert text could include more instructions,19628,MPrint alert text could include more instructions,mprint alert text could include instruction,0
49118	Changes in group membership aren't causing authz invalidation,49118,Changes in group membership aren't causing authz invalidation,change group membership causing authz invalidation,7
36020	Cache APIs do not support atomic actions from JSR-107,36020,Cache APIs do not support atomic actions from JSR-107,cache apis support atomic action jsr,10
36001	Resources/Navigator performance degrades over time.,36001,Resources/Navigator performance degrades over time.,resource navigator performance degrades time,5
35995	Allow providers to only work on some requests,35995,Allow providers to only work on some requests,allow provider work request,10
31530	Add localized role label support in samigo,31530,Add localized role label support in samigo,add localized role label support samigo,14
27121	Order sections with id in SiteInfo,27121,Order sections with id in SiteInfo,order section id siteinfo,0
40450	make tool title clickable to reset tool,40450,make tool title clickable to reset tool,make tool title clickable reset tool,10
49087	Pass the user's role to the help tool,49087,Pass the user's role to the help tool,pas user role help tool,15
"36008	""Date range not saved when """"List of events"""" is made the default view of calendar""",36008,"""Date range not saved when """"List of events"""" is made the default view of calendar""",date range saved list event made default view calendar,12
18808	Test Center: Give instructors option to have responses emailed to students upon submission,18808,Test Center: Give instructors option to have responses emailed to students upon submission,test center give instructor option response emailed student upon submission,17
19644	Students are unable to upload files to the ckEditor within Test Center,19644,Students are unable to upload files to the ckEditor within Test Center,student unable upload file ckeditor within test center,5
57664	Add localized site type support in kernel,57664,Add localized site type support in kernel,add localized site type support kernel,14
49057	Localize site type,49057,Localize site type,localize site type,14
62003	Configuration setting present in i18n default language file,62003,Configuration setting present in i18n default language file,configuration setting present default language file,15
27112	MathJax configuration should be externally configurable,27112,MathJax configuration should be externally configurable,mathjax configuration externally configurable,0
19127	Clean up invalid JS references,19127,Clean up invalid JS references,clean invalid j reference,0
19641	MPrinting files with unknown extensions results in uninformative error,19641,MPrinting files with unknown extensions results in uninformative error,mprinting file unknown extension result uninformative error,5
19637	DB Conversion to change launch URL in old basic LTI placements of CAEN Lecture Recording,19637,DB Conversion to change launch URL in old basic LTI placements of CAEN Lecture Recording,db conversion change launch url old basic lti placement caen lecture recording,19
31521	Update <scm> paths in sakai-10.x branch,31521,Update <scm> paths in sakai-10.x branch,update scm path sakai x branch,9
19181	Update Modules/Melete to integrate with alternate (google) calendar,19181,Update Modules/Melete to integrate with alternate (google) calendar,update module melete integrate alternate google calendar,9
31512	Update Syllabus tool to integrate with Alternate (e.g. google) calendar,31512,Update Syllabus tool to integrate with Alternate (e.g. google) calendar,update syllabus tool integrate alternate e g google calendar,9
31509	Reports Tool Support for Multiple MultiSQL / MultiSet,31509,Reports Tool Support for Multiple MultiSQL / MultiSet,report tool support multiple multisql multiset,20
19177	Remove Site Browser links form students workspace,19177,Remove Site Browser links form students workspace,remove site browser link form student workspace,14
49043	I18N support for grade type,49043,I18N support for grade type,support grade type,10
44701	servlet-api should be updated to 3.1 from 2.4,44701,servlet-api should be updated to 3.1 from 2.4,servlet api updated,10
22562	Prevent multiple site imports and log to database what was imported,22562,Prevent multiple site imports and log to database what was imported,prevent multiple site import log database imported,14
19319	MPrint QA issues,19319,MPrint QA issues,mprint qa issue,10
18793	Give option to instructors to pre-populate a student's answers from a previous submission,18793,Give option to instructors to pre-populate a student's answers from a previous submission,give option instructor pre populate student answer previous submission,17
12231	Reversed display of scale options when taking an evaluation,12231,Reversed display of scale options when taking an evaluation,reversed display scale option taking evaluation,3
53317	Add notes support of meeting,53317,Add notes support of meeting,add note support meeting,14
49022	Investigate overlap between code in SkinnableCharonPortal and SiteEntityProvider,49022,Investigate overlap between code in SkinnableCharonPortal and SiteEntityProvider,investigate overlap code skinnablecharonportal siteentityprovider,10
22566	Complete home tool content not copied when re-using site content,22566,Complete home tool content not copied when re-using site content,complete home tool content copied using site content,15
44680	Double messages when adding existing user to site,44680,Double messages when adding existing user to site,double message adding existing user site,18
27040	Resubmission during grading,27040,Resubmission during grading,resubmission grading,10
15942	Stack trace generated to user when Kaltura service is unavailable,15942,Stack trace generated to user when Kaltura service is unavailable,stack trace generated user kaltura service unavailable,18
44673	Send only one email when new user is added to site and account is created,44673,Send only one email when new user is added to site and account is created,send one email new user added site account created,18
31408	Wiki not rendering links with markup language characters on it.,31408,Wiki not rendering links with markup language characters on it.,wiki rendering link markup language character,0
16006	Replaced clip material is being added to the 'Site Library' when the 'Site Library' box is NOT checked,16006,Replaced clip material is being added to the 'Site Library' when the 'Site Library' box is NOT checked,replaced clip material added site library site library box checked,14
35845	Inconsistant numbering display of student's assessment submission from Assessment Settings,35845,Inconsistant numbering display of student's assessment submission from Assessment Settings,inconsistant numbering display student assessment submission assessment setting,17
19315	Double quotes in Test Center fill in submission answers cause the answer value to be truncated in grading,19315,Double quotes in Test Center fill in submission answers cause the answer value to be truncated in grading,double quote test center fill submission answer cause answer value truncated grading,17
19610	Add version number method to UMICH  lti-util SettingServiceUtil,19610,Add version number method to UMICH  lti-util SettingServiceUtil,add version number method umich lti util settingserviceutil,14
12840	Improve Handling of Deleted Sites Membership,12840,Improve Handling of Deleted Sites Membership,improve handling deleted site membership,14
40302	BasicLTI tool instance is added with current site id if the BasicLTI admin tool is enabled within user's MyWorkspace ,40302,BasicLTI tool instance is added with current site id if the BasicLTI admin tool is enabled within user's MyWorkspace ,basiclti tool instance added current site id basiclti admin tool enabled within user myworkspace,10
19088	Many melete database errors in production,19088,Many melete database errors in production,many melete database error production,3
19560	Export Question Pool contents to plain text,19560,Export Question Pool contents to plain text,export question pool content plain text,11
19308	Gradtools display problem with multiple rows in DISSERTATION_CANDIDATEINFO,19308,Gradtools display problem with multiple rows in DISSERTATION_CANDIDATEINFO,gradtools display problem multiple row dissertation_candidateinfo,10
15894	Replacing video with clip in collections makes it disappear until refresh,15894,Replacing video with clip in collections makes it disappear until refresh,replacing video clip collection make disappear refresh,0
15811	Media duplicated under SiteLibrary and MyMedia if file is uploaded to collection,15811,Media duplicated under SiteLibrary and MyMedia if file is uploaded to collection,medium duplicated sitelibrary mymedia file uploaded collection,5
"57568	""Exporting of results for question type Matrix of Choices sorting and """"dropping"""" choices""",57568,"""Exporting of results for question type Matrix of Choices sorting and """"dropping"""" choices""",exporting result question type matrix choice sorting dropping choice,11
40333	OpenURL : JournalConverter uses date field instead of year,40333,OpenURL : JournalConverter uses date field instead of year,openurl journalconverter us date field instead year,12
61880	OpenURL : JournalConverter never gets used,61880,OpenURL : JournalConverter never gets used,openurl journalconverter never get used,0
15932	Win7-Safari: Unable to enter text in tags or description when uploading an item,15932,Win7-Safari: Unable to enter text in tags or description when uploading an item,win safari unable enter text tag description uploading item,8
44652	preview images for template selection in worksite setup,44652,preview images for template selection in worksite setup,preview image template selection worksite setup,16
11572	Restriction query building causes Oracle - ORA-01795: maximum number of expressions in a list is 1000,11572,Restriction query building causes Oracle - ORA-01795: maximum number of expressions in a list is 1000,restriction query building cause oracle os maximum number expression list,0
15808	iPad rendering with mulitple players in mulitple columns doesn't respect the boundries,15808,iPad rendering with mulitple players in mulitple columns doesn't respect the boundries,ipad rendering mulitple player mulitple column respect boundries,0
12669	Consolidated emails include closed evals,12669,Consolidated emails include closed evals,consolidated email include closed evals,8
12575	Consolidated email processing fails to record eval completion,12575,Consolidated email processing fails to record eval completion,consolidated email processing fails record eval completion,0
35814	roster.viewallmembers permission overrides roster.viewgroup permission,35814,roster.viewallmembers permission overrides roster.viewgroup permission,roster viewallmembers permission override roster viewgroup permission,10
26969	User specific skins,26969,User specific skins,user specific skin,18
19395	Sites are randomly assigned to 'favorites' or 'more sites' when created or user added.,19395,Sites are randomly assigned to 'favorites' or 'more sites' when created or user added.,site randomly assigned favorite site created user added,14
19183	Allow users to see which question pools their question is part of.,19183,Allow users to see which question pools their question is part of.,allow user see question pool question part,11
18814	vm errors with gradtools,18814,vm errors with gradtools,vm error gradtools,3
48933	Preferences Link in 'More Sites' Unexpectedly collapses the left navigation bar,48933,Preferences Link in 'More Sites' Unexpectedly collapses the left navigation bar,preference link site unexpectedly collapse left navigation bar,14
15883	Tool unable to recover if tomcat started up while kaltura server unavailable,15883,Tool unable to recover if tomcat started up while kaltura server unavailable,tool unable recover tomcat started kaltura server unavailable,10
35842	Samigo / Markup text - extra paragraph break causes question creation error,35842,Samigo / Markup text - extra paragraph break causes question creation error,samigo markup text extra paragraph break cause question creation error,11
"44633	""unified """"add"""" menu for lessonbuilder""",44633,"""unified """"add"""" menu for lessonbuilder""",unified add menu lessonbuilder,14
57544	look at names and visibility of groups used for access control,57544,look at names and visibility of groups used for access control,look name visibility group used access control,7
19583	TestCenter fill-in-the-blank question should have option to check for text formatting,19583,TestCenter fill-in-the-blank question should have option to check for text formatting,testcenter fill blank question option check text formatting,11
48960	PDA Portal login and xlogin buttons too close for fat fingers + small screen,48960,PDA Portal login and xlogin buttons too close for fat fingers + small screen,pda portal login xlogin button close fat finger small screen,10
15878	Browser crash when attempting to add video using webcam,15878,Browser crash when attempting to add video using webcam,browser crash attempting add video using webcam,14
15862	Audio files display converting message until they've been added to a collection,15862,Audio files display converting message until they've been added to a collection,audio file display converting message added collection,5
15947	Confirmation when deleting an item ,15947,Confirmation when deleting an item ,confirmation deleting item,10
15930	Unable to add items to community/personal collections or add to Site Library from My Media in IE9 or IE10,15930,Unable to add items to community/personal collections or add to Site Library from My Media in IE9 or IE10,unable add item community personal collection add site library medium ie ie,14
"15869	""Files uploaded under """"My Media"""" tab cannot be removed""",15869,"""Files uploaded under """"My Media"""" tab cannot be removed""",file uploaded medium tab cannot removed,5
15858	Change language on upload screens,15858,Change language on upload screens,change language upload screen,0
15997	Message displayed when adding photo or audio files doesn't make sense,15997,Message displayed when adding photo or audio files doesn't make sense,message displayed adding photo audio file make sense,5
"15943	""Collection with """"Owner"""" Setting is not visible to students""",15943,"""Collection with """"Owner"""" Setting is not visible to students""",collection owner setting visible student,0
15866	Allow users to embed media from My Media into the CK editor,15866,Allow users to embed media from My Media into the CK editor,allow user embed medium medium ck editor,18
19176	Check that org.sakaiproject.blti.ServiceServlet is checking nonce to prevent replay attacks,19176,Check that org.sakaiproject.blti.ServiceServlet is checking nonce to prevent replay attacks,check org sakaiproject blti serviceservlet checking nonce prevent replay attack,0
31372	 the length limit of suspend_data for resume by HTTP GET,31372, the length limit of suspend_data for resume by HTTP GET,length limit suspend_data resume http get,0
15790	Decouple ability to write to site library from ability to write to My Media,15790,Decouple ability to write to site library from ability to write to My Media,decouple ability write site library ability write medium,14
35825	New option to set newly-created site as second tab for site-creator,35825,New option to set newly-created site as second tab for site-creator,new option set newly created site second tab site creator,14
57534	Add ability to launch LTI links from the web content tool,57534,Add ability to launch LTI links from the web content tool,add ability launch lti link web content tool,15
53194	Allow instructor ability to change null grades to zeros while grading in the Comments tool,53194,Allow instructor ability to change null grades to zeros while grading in the Comments tool,allow instructor ability change null grade zero grading comment tool,10
22501	limit the number of calendar events copied during site duplication,22501,limit the number of calendar events copied during site duplication,limit number calendar event copied site duplication,13
15851	Replace adds clip to Site Library when 'Add to Site Library' not checked,15851,Replace adds clip to Site Library when 'Add to Site Library' not checked,replace add clip site library add site library checked,14
61816	Design and Implement Proper Help for the web-ifp portlet for LTI ,61816,Design and Implement Proper Help for the web-ifp portlet for LTI ,design implement proper help web ifp portlet lti,15
15786	User with Read/My Media only access is returned to Site Library instead of My Media,15786,User with Read/My Media only access is returned to Site Library instead of My Media,user read medium access returned site library instead medium,14
15961	Site Library link available for user without permission,15961,Site Library link available for user without permission,site library link available user without permission,14
12092	EvalToolTitle keyword not supported for Email Templates,12092,EvalToolTitle keyword not supported for Email Templates,evaltooltitle keyword supported email template,16
11923	Eval Groups not synchronized with Course/Section membership,11923,Eval Groups not synchronized with Course/Section membership,eval group synchronized course section membership,7
12570	No way to use or manage email templates,12570,No way to use or manage email templates,way use manage email template,16
15917	Mis-label for My Media message,15917,Mis-label for My Media message,mi label medium message,3
19534	Retire Profile classic module in favor of Profile2,19534,Retire Profile classic module in favor of Profile2,retire profile classic module favor profile,18
18991	Gradebook: clicking on 'Return to Instructor's View' generates Bug Report after returning from 'Become User',18991,Gradebook: clicking on 'Return to Instructor's View' generates Bug Report after returning from 'Become User',gradebook clicking return instructor view generates bug report returning become user,20
53161	Deleted user still listed in Site Info's participant list,53161,Deleted user still listed in Site Info's participant list,deleted user still listed site info participant list,14
15921	IE9 Issue: Instructor cannot 'Add' item from Site Library or Media Gallery to a collection.,15921,IE9 Issue: Instructor cannot 'Add' item from Site Library or Media Gallery to a collection.,ie issue instructor cannot add item site library medium gallery collection,14
35741	Add ability to export comments from Gradebook,35741,Add ability to export comments from Gradebook,add ability export comment gradebook,2
"57499	""All help content hardcodes """"default"""" skin""",57499,"""All help content hardcodes """"default"""" skin""",help content hardcodes default skin,15
15872	Playback context of the current  site shouldn't be sent while playing an item from my media,15872,Playback context of the current  site shouldn't be sent while playing an item from my media,playback context current site sent playing item medium,14
15789	Playback context is  not being send while playing an item created by html\text tool,15789,Playback context is  not being send while playing an item created by html\text tool,playback context send playing item created html text tool,19
61732	New portal timeout popup for when time has lapsed,61732,New portal timeout popup for when time has lapsed,new portal timeout popup time lapsed,10
31295	Suggest Arrows up or down to indicate events outside of working hours,31295,Suggest Arrows up or down to indicate events outside of working hours,suggest arrow indicate event outside working hour,13
18787	Custom 403 and 404 pages not used in CTools,18787,Custom 403 and 404 pages not used in CTools,custom page used ctools,16
53136	Show more description links on sites breaks if site short description contains special chars,53136,Show more description links on sites breaks if site short description contains special chars,show description link site break site short description contains special char,14
19518	Test Center: Scoring Problem,19518,Test Center: Scoring Problem,test center scoring problem,13
53174	Edit content in larger window,53174,Edit content in larger window,edit content larger window,15
44543	Content: Add option to display folder as web page.,44543,Content: Add option to display folder as web page.,content add option display folder web page,15
35698	Page Order -> Hide/Disable not working as expected for some tools,35698,Page Order -> Hide/Disable not working as expected for some tools,page order hide disable working expected tool,10
57397	Label sticks if forwarded message is cancelled,57397,Label sticks if forwarded message is cancelled,label stick forwarded message cancelled,3
35670	tempoarily auto-expand all short URLs and then do search and replace when doing reusing content from another site,35670,tempoarily auto-expand all short URLs and then do search and replace when doing reusing content from another site,tempoarily auto expand short url search replace reusing content another site,14
48861	Associate 2 or more assessments with the same gradebook item,48861,Associate 2 or more assessments with the same gradebook item,associate assessment gradebook item,2
53134	assignments lose categories in duplicated courses,53134,assignments lose categories in duplicated courses,assignment lose category duplicated course,7
48808	Sort not working properly for announcements,48808,Sort not working properly for announcements,sort working properly announcement,8
40139	Submitting a timed assessment using 2 browsers can result in an empty submission,40139,Submitting a timed assessment using 2 browsers can result in an empty submission,submitting timed assessment using browser result empty submission,17
26836	[Skin] Functionality to add a skin for a user.,26836,[Skin] Functionality to add a skin for a user.,skin functionality add skin user,18
13007	EvalEvaluationService.getEvalGroupsForEval method fails when array of eval id's is too big,13007,EvalEvaluationService.getEvalGroupsForEval method fails when array of eval id's is too big,evalevaluationservice getevalgroupsforeval method fails array eval id big,10
26801	Can't edit title from WorksiteInfo for sites created using the Site tool,26801,Can't edit title from WorksiteInfo for sites created using the Site tool,edit title worksiteinfo site created using site tool,14
13002	Add interface to allow instructors to add their own items,13002,Add interface to allow instructors to add their own items,add interface allow instructor add item,14
12875	Instructors view date can be before primary view date,12875,Instructors view date can be before primary view date,instructor view date primary view date,12
12230	Cannot reopen evaluation until it is viewable,12230,Cannot reopen evaluation until it is viewable,cannot reopen evaluation viewable,3
53066	Begin Assesment and username and pwd fields causing some issues,53066,Begin Assesment and username and pwd fields causing some issues,begin assesment username pwd field causing issue,10
48757	Forums - 'Mark All Messages in Conversations Read' option does not mark threads read for Instructor,48757,Forums - 'Mark All Messages in Conversations Read' option does not mark threads read for Instructor,forum mark message conversation read option mark thread read instructor,2
40059	Theme (appearance) picker broken if theme has no iconUrl,40059,Theme (appearance) picker broken if theme has no iconUrl,theme appearance picker broken theme iconurl,10
12661	Copy/Paste From Word into,12661,Copy/Paste From Word into,copy paste word,10
12082	Rework consolidated notifications to accumulate data in database rather than memory,12082,Rework consolidated notifications to accumulate data in database rather than memory,rework consolidated notification accumulate data database rather memory,0
26769	Error Alerts missing for incorrectly formatted staff information URL's,26769,Error Alerts missing for incorrectly formatted staff information URL's,error alert missing incorrectly formatted staff information url,19
31199	Public resources are changed to site access when a site is duplicated,31199,Public resources are changed to site access when a site is duplicated,public resource changed site access site duplicated,14
35558	unable to change schema in portfolio,35558,unable to change schema in portfolio,unable change schema portfolio,0
12998	When an eval is deployed to multiple courses instructors see all the courses in 'Evaluations in which I may be evaluated' even if they are not instructors in those other courses,12998,When an eval is deployed to multiple courses instructors see all the courses in 'Evaluations in which I may be evaluated' even if they are not instructors in those other courses,eval deployed multiple course instructor see course evaluation may evaluated even instructor course,7
52984	Port the message clustering to use an abstraction rather than its own jgroups setup ,52984,Port the message clustering to use an abstraction rather than its own jgroups setup ,port message clustering use abstraction rather jgroups setup,3
11879	Export scaled options as numbers rather than text,11879,Export scaled options as numbers rather than text,export scaled option number rather text,0
12043	Editing an Evaluation without saving causes end time to be set to 12:00am,12043,Editing an Evaluation without saving causes end time to be set to 12:00am,editing evaluation without saving cause end time set,3
12202	i18n translation - property extraction - patch,12202,i18n translation - property extraction - patch,translation property extraction patch,9
12040	i18n date formatting patch,12040,i18n date formatting patch,date formatting patch,12
61566	Make the necessary changes to support annotation based injection between components,61566,Make the necessary changes to support annotation based injection between components,make necessary change support annotation based injection component,0
31137	Ability to add text to a new Resource Email Notification,31137,Ability to add text to a new Resource Email Notification,ability add text new resource email notification,5
13116	EvalBeanUtils -> validateEvalDates returns useful messages in the exception which are not see in the UI,13116,EvalBeanUtils -> validateEvalDates returns useful messages in the exception which are not see in the UI,evalbeanutils validateevaldates return useful message exception see ui,19
12972	Consolidated e-mail notification does not send available or reminder e-mail unless template key manually added to database table,12972,Consolidated e-mail notification does not send available or reminder e-mail unless template key manually added to database table,consolidated e mail notification send available reminder e mail unless template key manually added database table,16
12191	Instructor notification of created emails not working,12191,Instructor notification of created emails not working,instructor notification created email working,19
22184	Drop Box/Resources - Page redraws from top,22184,Drop Box/Resources - Page redraws from top,drop box resource page redraws top,5
31102	Add support for archive/merge of assignment supplemental items,31102,Add support for archive/merge of assignment supplemental items,add support archive merge assignment supplemental item,6
12963	Review breadcrumb UI from template preview page,12963,Review breadcrumb UI from template preview page,review breadcrumb ui template preview page,16
12701	Dates in evaluations don't alway follow the locale set in a user's MyWorkspace,12701,Dates in evaluations don't alway follow the locale set in a user's MyWorkspace,date evaluation alway follow locale set user myworkspace,12
13078	Question answered as NA cannot be changed to another value,13078,Question answered as NA cannot be changed to another value,question answered na cannot changed another value,11
12409	Edit a Template block accepts and empty title,12409,Edit a Template block accepts and empty title,edit template block accepts empty title,16
12206	Add/Edit Template item accepts a title with only whitespace,12206,Add/Edit Template item accepts a title with only whitespace,add edit template item accepts title whitespace,16
"12988	""Show group title in a column with responses when viewing """"rolled up"""" report""",12988,"""Show group title in a column with responses when viewing """"rolled up"""" report""",show group title column response viewing rolled report,20
12699	Shorten success message to allow users to get a sense of what it says in a glance (less than a second),12699,Shorten success message to allow users to get a sense of what it says in a glance (less than a second),shorten success message allow user get sense say glance le second,18
12488	Validation error message should be specific to the situation,12488,Validation error message should be specific to the situation,validation error message specific situation,3
12980	Changes to ad-hoc groups are not applied correctly,12980,Changes to ad-hoc groups are not applied correctly,change ad hoc group applied correctly,7
11744	Slight discrepancy in Oracle DDL for 1.3 -> 1.4 SQL script,11744,Slight discrepancy in Oracle DDL for 1.3 -> 1.4 SQL script,slight discrepancy oracle ddl sql script,0
14027	Remove dropdown menus from grid column headers and fix toggle on sort asc/desc on column headers,14027,Remove dropdown menus from grid column headers and fix toggle on sort asc/desc on column headers,remove dropdown menu grid column header fix toggle sort asc desc column header,10
12682	Evaluations table in summary contains hardcoded strings,12682,Evaluations table in summary contains hardcoded strings,evaluation table summary contains hardcoded string,3
44232	Allow to change the skin in the gateway with a parameter in the URL,44232,Allow to change the skin in the gateway with a parameter in the URL,allow change skin gateway parameter url,0
35402	Change the Upload maximum size by role,35402,Change the Upload maximum size by role,change upload maximum size role,0
11741	Internacionaization bug in Expert items categories table,11741,Internacionaization bug in Expert items categories table,internacionaization bug expert item category table,10
22069	Enhance BaseEmailService implementation to decouple email operations from the current request,22069,Enhance BaseEmailService implementation to decouple email operations from the current request,enhance baseemailservice implementation decouple email operation current request,0
"12042	""Incorrect Properties Definition in Evalsys ("""":"""" instead of """"="""")""",12042,"""Incorrect Properties Definition in Evalsys ("""":"""" instead of """"="""")""",incorrect property definition evalsys instead,10
12668	Standardize wording in messge.properties.,12668,Standardize wording in messge.properties.,standardize wording messge property,10
11877	NPE when assigning ad-hoc group with Enable advanced Instructor / Teaching Assistant selection option,11877,NPE when assigning ad-hoc group with Enable advanced Instructor / Teaching Assistant selection option,npe assigning ad hoc group enable advanced instructor teaching assistant selection option,7
11867	summary report for faculty/lecturers/tutors,11867,summary report for faculty/lecturers/tutors,summary report faculty lecturer tutor,20
11732	Survey category should be displayed in a table column (not underneath the survey title),11732,Survey category should be displayed in a table column (not underneath the survey title),survey category displayed table column underneath survey title,0
12799	NumberFormatException (s) in Administrate,12799,NumberFormatException (s) in Administrate,numberformatexception administrate,10
16926	Update version of generic-dao in timeline,16926,Update version of generic-dao in timeline,update version generic dao timeline,9
12506	Incorrect page displayed if a heading is NOT supplied for a group of questions,12506,Incorrect page displayed if a heading is NOT supplied for a group of questions,incorrect page displayed heading supplied group question,11
11859	problem with regrouping questions after a change in scale  ,11859,problem with regrouping questions after a change in scale  ,problem regrouping question change scale,11
"12656	""If an Admin user clicks 'browse server' whilst doing """"insert image"""" in FCK (in Evals) the the file browser opens up in some wierd location """,12656,"""If an Admin user clicks 'browse server' whilst doing """"insert image"""" in FCK (in Evals) the the file browser opens up in some wierd location """,admin user click browse server whilst insert image fck evals file browser open wierd location,18
12502	Count of users is incorrect  ,12502,Count of users is incorrect  ,count user incorrect,18
12372	incorrect version information shown on page  ,12372,incorrect version information shown on page  ,incorrect version information shown page,0
11728	caching issues (this time with template question list) ,11728,caching issues (this time with template question list) ,caching issue time template question list,11
"12967	""failure to add """"item text"""" when authoring a template results in an incorrect error message  """,12967,"""failure to add """"item text"""" when authoring a template results in an incorrect error message  """,failure add item text authoring template result incorrect error message,3
12786	survey is cached ,12786,survey is cached ,survey cached,0
21869	Add experimental capabilities to trunk .externals,21869,Add experimental capabilities to trunk .externals,add experimental capability trunk external,14
61231	Add functionality for importing users from an Excel spreadsheet or CSV file,61231,Add functionality for importing users from an Excel spreadsheet or CSV file,add functionality importing user excel spreadsheet csv file,18
12965	make it easier to assign surveys to Goups/Sections,12965,make it easier to assign surveys to Goups/Sections,make easier assign survey goups section,0
12775	Reorganization of EvalSys Administration page,12775,Reorganization of EvalSys Administration page,reorganization evalsys administration page,16
35162	2.8 Test Fest - 1/20/11,35162,2.8 Test Fest - 1/20/11,test fest,13
12015	Need to update DDL scripts ,12015,Need to update DDL scripts ,need update ddl script,9
11830	Preview evaluation does not support selection of TA/Lecturers ,11830,Preview evaluation does not support selection of TA/Lecturers ,preview evaluation support selection ta lecturer,3
56788	Add parent role tied to a student,56788,Add parent role tied to a student,add parent role tied student,14
12708	Offer to create accounts for non-account holders when required to login to complete a survey,12708,Offer to create accounts for non-account holders when required to login to complete a survey,offer create account non account holder required login complete survey,0
12961	Surveys not always anonymous,12961,Surveys not always anonymous,survey always anonymous,0
"13081	""""""Allow survey results to be removed"""" option does not do anything""",13081,"""""""Allow survey results to be removed"""" option does not do anything""",allow survey result removed option anything,0
"13077	""""""Last Update"""" column in My Templates page does not change after template update""",13077,"""""""Last Update"""" column in My Templates page does not change after template update""",last update column template page change template update,9
12205	UI change in CE dashboard,12205,UI change in CE dashboard,ui change ce dashboard,0
12201	Provide ability to reuse a template attached to a live/closed evaluation,12201,Provide ability to reuse a template attached to a live/closed evaluation,provide ability reuse template attached live closed evaluation,3
12356	SummaryProducer instructor widget check of EVAL_ASSIGN_USER,12356,SummaryProducer instructor widget check of EVAL_ASSIGN_USER,summaryproducer instructor widget check eval_assign_user,10
12198	Generic URL in Announcement/Reminder email,12198,Generic URL in Announcement/Reminder email,generic url announcement reminder email,8
13073	Evaluation logs an INFO message for each new entity created,13073,Evaluation logs an INFO message for each new entity created,evaluation log info message new entity created,3
11746	Evaluations in GRACE_PERIOD (DUE) does not appear on 'Evaluations available for you to take',11746,Evaluations in GRACE_PERIOD (DUE) does not appear on 'Evaluations available for you to take',evaluation grace_period due appear evaluation available take,3
12193	Incorrect error message,12193,Incorrect error message,incorrect error message,3
12705	Evaluations in GRACE_PERIOD (DUE) does not appear on 'Evaluations available for you to take',12705,Evaluations in GRACE_PERIOD (DUE) does not appear on 'Evaluations available for you to take',evaluation grace_period due appear evaluation available take,3
11743	Enforce 4000 character limit on text comment length,11743,Enforce 4000 character limit on text comment length,enforce character limit text comment length,0
11740	SQL constraint error on deleting the copy of a locked item,11740,SQL constraint error on deleting the copy of a locked item,sql constraint error deleting copy locked item,3
12344	Startup problem when auto.ddl=false and at least one configuration setting is configurable,12344,Startup problem when auto.ddl=false and at least one configuration setting is configurable,startup problem auto ddl false least one configuration setting configurable,0
12825	Provided EvalGroup logs exception,12825,Provided EvalGroup logs exception,provided evalgroup log exception,19
12702	Server restart leaves orphaned eval_update_timer,12702,Server restart leaves orphaned eval_update_timer,server restart leaf orphaned eval_update_timer,10
12953	Allow survey results to be shared,12953,Allow survey results to be shared,allow survey result shared,0
12186	Grouping items based on both scale and category type,12186,Grouping items based on both scale and category type,grouping item based scale category type,10
"12494	""""""Select Lecturers"""" Feature not available in hierarchy area""",12494,"""""""Select Lecturers"""" Feature not available in hierarchy area""",select lecturer feature available hierarchy area,0
12946	cleanupUserStrings() applied inappropriately to plain text fields,12946,cleanupUserStrings() applied inappropriately to plain text fields,cleanupuserstrings applied inappropriately plain text field,0
11724	Cannot reuse existing email templates (was Email templates do not work correctly),11724,Cannot reuse existing email templates (was Email templates do not work correctly),cannot reuse existing email template email template work correctly,16
12939	Invalid user shown in selection options,12939,Invalid user shown in selection options,invalid user shown selection option,18
